"Pass","UB-4964 (Cod30)","UB-4960 (BuD391B)","UB-6476 (BuD339)","UB-4734 (MH105c)","UB-4732 (MH094)","UB-4890 (MelSG075)","UB-4728 (MH064)","UB-6041 (CasD182)","UB-6038 (CasD183)","UB-4959 (BuD391A)","UB-4511 (EH090)","UB-4512 (EH091)","MelSG077","UB-4885 (MelSG078)","UB-4884 (MelSG079)","UB-4882 (MelSG080)","UB-4733 (MH095)","UB-6473 (BuD250)","UB-4735 (Ber022)","UB-4739 (Ber134/1)","UB-4836 (WG27)","UB-6472 (BuD222)","UB-6037 (CasD134)","UB-4888 (MelSG089)","UB-6040 (CasD053)","UB-4707 (EH079)","UB-6035 (CasD096)","UB-4975 (AstCli12)","UB-4984 (Lec018)","UB-4835 (ApD134)","UB-4729 (MH068)","UB-6034 (CasD120)","UB-4705 (WHes123)","UB-6033 (WHes113)","UB-4709 (EH014)","UB-4708 (EH083)","UB-5208 (ApD107)","UB-4077 (But4275)","UB-4965 (ApD117)","UB-4889 (MelSG069)","UB-4963 (SPTip208)","UB-6032 (SPTip073)","UB-6036 (CasD013)","UB-4887 (MelSG082)","UB-4883 (MelSG095)","UB-4042 (But1674)","UB-4552 (MaDE3)","UB-4507 (Lec187)","UB-4706 (WHes118)","UB-4502 (Lec138)","UB-4504 (Lec179)","UB-4910 (BloodH22)","UB-4506 (Lec172/2)","UB-4551 (MaDE1 & E2)","UB-4554 (MaDF2)","UB-4549 (MaDC7)","UB-4553 (MaDD10)","UB-6042 (CasD088)","UB-4501 (Lec014)","UB-4503 (Lec148)","SUERC-51539 (ERL G353)","SUERC-51548 (ERL G210)","SUERC-51553 (ERL G116)","SUERC-39108 ERLK G322","SUERC-39109 ERL G362","SUERC-39112 ERL G405","SUERC-51560 ERL G038","SUERC-39091 (ERL G003)","SUERC-39092 (ERL G005)","SUERC-39113 (ERL G417)","SUERC-51549 (ERL G195)","SUERC-51543 (ERL G281)","SUERC-51551 (ERL G193)","SUERC-51552 (ERL G107)","SUERC-39100 (ERL G266)","SUERC-51550 (ERL G254)","SUERC-39096 (ERL G112)",
760,643.993,533.733,542.73,534.395,521.44,540.723,557.519,582.281,620.781,635.189,593.52,757.041,559.415,576.719,651.05,653.658,426.83,560.009,492.955,537.693,491.71,540.783,561.087,557.23,561.536,566.711,581.523,576.003,568.795,571.757,564.882,584.704,596.744,584.628,579.433,566.715,591.176,632.081,622.152,621.127,646.377,567.881,598.234,645.28,609.541,649.742,660.352,649.193,655.959,646.853,650.815,658.757,768.226,667.632,666.685,686.112,766.985,762.128,662.251,690.506,636.903,764.159,659.694,438.568,516.47,493.924,487.582,444.117,540.636,593.428,568.652,574.128,614.152,610.536,594.965,646.049,612.758,
780,639.894,510.814,565.508,518.188,556.588,555.723,569.758,556.444,611.016,607.73,594.484,666.53,582.865,604.866,609.138,656.483,498.68,526.587,529.517,456.386,510.699,564.949,548.582,582.317,553.999,562.977,555.769,552.355,565.41,566.865,592.141,584.756,598.862,516.842,573.001,559.488,609.337,598.933,607.533,602.044,642.091,637.433,619.109,616.811,606.778,628.278,655.005,649.193,643.811,657.162,651.596,657.344,664.226,658.44,659.035,698.927,760.271,673.122,689.263,668.19,593.768,664.497,670.735,438.187,552.836,485.785,572.164,532.847,450.793,566.428,593.213,611.537,645.723,642.996,571.321,643.878,623.448,
800,646.169,515.485,524.156,538.873,553.076,565.152,623.822,562.887,621.262,589.762,546.13,702.395,585.825,588.428,602.607,615.248,496.578,548.883,495.386,513.551,504.42,436.349,568.929,487.28,553.999,565.558,554.228,585.119,571.018,591.32,557.03,578.961,567.904,564.883,447.056,552.001,571.976,598.323,580.136,639.929,621.158,633.11,648.258,622.719,626.402,643.771,660.961,610.485,658.422,645.083,665.766,655.507,663.342,680.765,667.842,757.421,673.736,745.918,690.044,756.104,635.399,660.41,662.986,510.026,495.324,536.051,575.848,454.418,514.036,564.248,592.866,582.126,608.787,625.852,599.34,643.878,576.972,
820,643.099,530.868,531.566,538.873,562.64,556.136,549.064,588.887,634.521,624.444,591.755,664.884,581.742,590.157,613.952,650.197,479.711,501.782,515.128,486.924,457.442,442.793,556.652,499.061,546.661,558.822,570.591,534.478,555.235,565.653,497.216,578.87,564.116,552.034,590.139,591.961,597.772,599.31,626.122,616.134,629.524,639.388,622.625,633.865,604.743,623.237,754.883,644.336,653.031,661.508,654.067,651.887,661.368,747.104,667.842,745.066,698.402,757.78,765.803,766.149,620.201,663.623,659.735,451.502,479.354,437.581,554.288,527.769,530.966,564.641,579.423,583.171,626.757,633.248,556.845,644.007,629.16,
840,652.16,527.415,525.716,534.818,543.655,510.397,544.527,575.645,604.893,649.282,559.711,701.346,568.307,571.979,653.163,670.605,469.431,452.471,444.337,490.82,552.249,533.564,542.444,552.006,561.884,592.107,554.342,629.541,577.084,565.653,591.482,556.473,588.908,564.552,638.909,558.777,628.57,588.8,581.336,602.397,593.088,608.91,645.843,645.585,645.882,653.652,652.795,649.056,596.59,661.508,658.406,653.411,661.028,669.995,667.842,764.555,756.367,747.054,676.569,662.634,596.299,656.949,661.266,467.424,460.801,541.143,463.093,447.388,511.621,557.107,588.912,598.304,622.815,634.984,582.797,652.434,629.394,
860,650.901,527.432,517.872,534.818,514.545,542.282,551.716,584.237,605.097,610.014,590.471,664.024,595.232,606.75,646.413,650.883,517.238,529.456,518.448,443.111,494.637,537.942,481.812,591.484,450.102,480.485,562.803,622.697,622.451,569.754,566.249,596.567,569.716,572.366,605.626,615.706,603.923,612.119,597.62,623.808,652.23,641.729,623.184,618.417,644.307,653.652,656.31,611.703,651.32,658.42,657.459,663.148,657.456,694.725,666.673,748.571,663.317,665.909,748.66,748.312,640.438,658.49,661.266,475.946,514.203,477.867,501.403,496.002,522.237,550.736,603.044,581.599,615.828,621.823,597.964,622.256,609.64,
880,651.336,526.407,517.872,534.343,519.675,539.6,592.092,551.732,621.598,610.014,586.611,657.127,549.91,558.357,635.711,653.452,468.19,505.732,501.986,546.438,546.494,548.948,551.583,578.613,567.827,491.294,578.433,641.233,565.619,570.763,571.369,580.66,576.381,562.646,555.344,592.028,571.975,591.66,591.195,623.303,635.76,630.76,642.706,624.328,633.381,636.912,647.398,654.394,649.137,652.141,651.548,659.523,676.713,743.275,669.667,748.571,748.986,671.616,747.155,747.784,585.828,669.914,659.455,437.18,491.16,446.448,546.572,456.589,523.717,557.093,595.458,599.106,650.355,643.298,567.324,639.958,605.707,
900,657.082,513.318,531.971,532.874,555.199,542.434,587.944,591.173,632.309,620.262,570.674,655.391,583.158,585.713,651.529,653.861,504.45,488.321,453.314,448.826,543.667,494.534,510.463,542.172,544.71,574.939,564.825,557.345,564.245,593.676,562.699,590.752,576.261,588.165,531.414,563.092,571.332,594.609,596.1,604.76,637.695,622.562,624.424,612,646.79,636.345,651.652,651.305,643.111,645.814,658.959,658.665,652.415,669.18,675.484,669.27,675.242,768.59,761.793,667.985,599.728,669.914,661.795,538.343,449.759,441.139,529.088,436.626,521.78,594.618,598.91,591.003,634.452,658.188,596.328,649.226,630.741,
920,638.344,526.886,512.927,528.764,555.199,516.671,567.579,546.941,633.209,626.561,588.638,665.648,578.488,633.36,657.168,662.22,518.384,484.69,568.13,441.805,484.802,541.592,570.72,564.186,554.82,551.232,555.449,545.178,566.619,568.036,572.535,560.431,576.784,565.357,558.1,593.775,588.81,630.71,597.538,637.224,613.367,637.963,640.96,656.222,645.136,646.527,654.252,651.305,652.963,639.497,659.24,660.553,655.608,750.644,751.532,656.954,680.215,672.134,655.29,770.377,614.81,749.058,662.843,451.388,440.432,479.953,451.715,526.59,467.555,485.874,587.437,594.021,616.721,613.994,583.119,614.323,640.96,
940,640.446,530.911,545.225,540.199,543.055,553.096,585.086,585.287,637.022,632.437,580.67,667.288,574.101,575.48,643.56,654.842,464.861,545.728,449.343,539.767,579.876,558.363,561.41,553.567,483.019,598.028,564.295,557.547,565.442,587.483,587.109,574.562,553.933,598.012,587.095,627.649,611.607,602.56,576.297,639.846,650.878,637.963,644.114,635.479,655.419,654.657,654.252,609.185,649.94,653.471,647.884,652.38,665.262,666.619,672.999,674.221,762.596,669.538,677.365,767.466,581.382,662.264,684.554,463.891,550.286,495.463,455.263,423.889,481.381,584.837,577.414,580.414,640.387,646.584,598.172,625.301,622.138,
960,641.326,528.47,551.777,525.678,534.837,556.03,563.926,579.861,616.071,643.461,544.695,658.671,581.988,634.612,645.722,654.842,538.085,448.068,551.989,540.649,481.366,555.657,532.076,546.298,544.902,578.09,555.666,593.588,567.945,559.893,486.088,574.55,548.205,550.654,574.987,597.613,580.298,575.033,613.648,632.781,616.929,641.468,644.114,635.023,697.392,621.291,651.753,644.02,648.846,656.138,647.518,659.906,665.032,667.982,659.5,682.151,674.012,663.748,751.743,677.218,613.142,659.139,661.66,487.438,445.438,516.664,544.299,478.275,475.325,556.964,594.398,603.517,602.939,643.313,602.74,641.518,624.119,
980,641.326,521.339,546.453,526.586,557.002,528.829,561.943,565.473,604.605,651.289,518.571,655.316,578.376,586.181,652.87,655.267,492.938,492.339,541.354,433.195,446.85,559.188,480.58,563.999,556.961,585.81,569.59,557.64,590.551,549.812,577.064,596.577,588.389,607.14,575.526,552.006,569.693,603.317,610.153,614.245,651.91,641.332,627.187,641.062,675.55,641.877,622.671,611.882,652.391,644.452,617.402,659.906,656.037,667.982,751.999,747,667.212,670.786,681.916,665.375,621.954,763.699,730.793,493.161,549.016,478.082,539.549,517.59,444.611,574.314,599.224,578.832,652.722,617.418,588.112,612.49,607.415,
1000,650.328,510.559,555.124,510.214,534.979,552.158,630.542,586.032,639.622,643.281,593.648,655.316,593.933,598.4,628.212,653.344,420.87,528.836,548.45,513.992,556.898,548.734,544.666,569.734,550.573,475.232,567.894,558.339,496.262,592.312,574.055,555.022,562.538,631.574,575.177,625.442,624.343,585.975,567.718,637.506,618.428,625.64,620.488,630.026,623.857,651.295,604.812,624.265,652.391,613.821,661.687,659.532,664.656,669.935,657.73,757.77,678.125,673.039,757.7,678.501,597.311,663.482,684.923,541.163,447.696,481.347,571.092,456.76,487.026,550.359,593.948,600.528,597.594,608.886,630.395,647.664,637.459,
1020,648.532,515.951,514.68,517.604,538.253,535.962,574.432,559.792,609.154,645.296,599.09,666.38,565.821,642.765,646.607,653.344,432.519,461.568,500.241,503.791,486.917,510.592,548.2,546.985,556.842,574.84,587.258,558.339,568.752,567.811,570.795,585.662,544.911,562.542,593.429,601.772,619.245,625.962,576.595,636.617,634.963,610.489,609.125,626.917,652.214,650.225,660.484,617.639,652.391,649.86,651.518,661.151,666.502,657.716,666.422,680.257,676.365,676.082,669.298,670.32,615.296,663.482,761.599,490.03,455.469,543.568,484.537,489.715,461.004,570.256,561.137,575.599,597.594,638.79,590.415,612.919,617.109,
1040,648.532,529.164,541.966,535.498,571.636,566.541,591.532,570.432,603.941,642.192,597.894,658.76,596.836,603.281,654.664,656.068,465.33,470.058,459.954,511.077,544.484,454.395,566.929,566.402,559.937,553.886,435.57,572.068,588.815,551.657,549.187,567.569,580.821,442.55,556.535,592.324,572.565,609.998,595.954,617.719,647.913,605.085,619.522,648.796,627.573,645.208,650.646,633.093,652.293,655.546,756.721,657.102,666.502,661.591,660.568,656.886,671.161,758.326,672.357,671.816,602.757,666.087,675.456,490.006,435.303,465.325,492.778,474.183,522.624,573.017,580.362,627.307,615.138,616.816,571.626,615.462,640.355,
1060,648.532,517.148,516.136,536.493,535.841,571.327,591.458,472.976,598.81,644.41,578.928,669.034,608.886,629.145,651.698,667.007,497.196,438.292,483.398,451.233,471.059,550.146,540.89,488.425,542.659,589.428,587.799,443.12,589.806,564.872,567.085,557.56,590.71,539.489,573.888,594.266,600.113,601.087,619.848,581.039,643.387,606.902,607.459,605.976,645.311,642.2,638.521,651.412,652.293,742.803,663.669,660.132,664.556,750.3,667.887,767.206,674.552,760.507,698.457,746.144,605.832,757.438,692.627,449.203,428.969,549.514,514.643,563.466,522.345,555.478,581.544,566.25,609.675,617.841,596.693,645.4,608.177,
1080,648.532,534.152,532.28,517.256,528.644,576.455,561.061,550.813,635.782,617.744,577.019,614.989,571.771,586.743,630.313,659.268,452.236,530.567,460.383,488.28,478.836,536.529,558.626,540.24,555.497,596.922,559.608,488.034,570.95,583.283,587.357,584.786,632.416,567.126,604.102,609.797,584.384,604.901,622.3,599.093,633.982,606.902,607.186,651.163,622.68,639.223,659.499,651.412,651.814,656.67,661.975,660.74,664.556,662.656,673.314,758.353,682.17,672.958,701.134,753.151,635.475,659.442,643.328,448.252,522.261,481.873,528.73,557.227,538.486,541.774,573.458,573.579,640.924,644.281,626.88,645.4,642.285,
1100,647.919,533.661,527.915,519.833,528.37,519.32,599.201,583.437,603.728,637.314,562.685,671.957,567.299,587.088,647.678,663.572,466.107,451.066,526.216,518.3,445.069,444.382,558.039,556.644,573.399,594.952,561.72,510.83,568.911,583.283,564.759,584.629,547.793,601.896,588.667,625.804,590.456,576.069,586.864,607.882,597.47,629.764,635.861,607.632,618.534,613.886,767.601,641.64,656.784,656.67,657.1,648.75,656.731,679.438,673.116,683.746,670.354,684.918,667.807,677.803,602.698,659.442,664.659,518.632,451.876,501.899,555.338,448.704,479.051,536.978,596.872,559.549,609.839,658.643,556.599,614.127,588.106,
1120,647.919,526.122,546.166,534.412,558.726,551.709,621.381,565.676,613.698,622.353,578.681,750.325,588.067,588.466,621.338,661.034,497.52,483.118,430.452,467.479,551.43,495.966,569.61,557.233,564.732,574.209,587.255,567.23,589.494,579.198,616.145,571.325,579.484,559.309,497.652,553.976,596.756,563.959,610.394,641.19,644.746,613.399,623.147,631.187,643.513,645.459,656.376,658.631,644.78,650.288,657.1,665.491,673.385,669.074,666.399,685.027,666.017,670.442,722.647,767.643,640.035,751.614,660.967,447.684,493.827,492.515,493.681,470.832,504.992,546.318,587.424,575.295,644.928,623.826,598.571,616.285,621.782,
1140,647.696,521.374,513.401,521.211,547.117,546.098,566.098,576.104,646.681,622.486,594.316,671.962,591.74,602.212,603.036,651.421,474.324,441.468,489.356,532.092,576.313,523.73,560.578,573.556,551.951,444.282,588.799,549.691,555.143,567.34,603.955,595.491,579.484,577.912,486.615,592.252,586.275,624.661,595.62,641.106,617.834,648.734,612.72,571.854,636.362,649.657,657.769,649.784,653.825,653.662,670.014,658.599,659.34,747.148,657.884,665.189,769.368,660.322,763.713,687.112,619.183,670.43,656.078,450.501,569.48,544.086,450.419,443.023,440.937,571.962,633.866,575.603,632.498,645.29,569.726,623.303,616.026,
1160,642.032,516.578,514.251,514.329,536.276,559.691,630.328,567.289,604.231,648.281,591.097,674.204,554.58,568.723,611.019,656.575,523.597,497.83,464.536,566.946,451.38,565.267,503.391,457.048,549.761,579.887,584.926,592.47,582.337,584.408,578.623,568.831,554.436,542.487,556.936,598.566,594.76,627.305,577.954,601.514,633.02,629.932,598.146,556.725,600.929,649.457,653.085,647.465,604.662,651.317,662.024,658.599,668.746,674.539,665.266,769.793,667.464,675.625,763.018,700.736,604.038,705.575,664.99,541.512,454.927,471.662,547.171,427.795,459.255,498.398,588.972,589.587,624.506,647.379,580.448,622.332,641.198,
1180,643.547,529.561,544.645,513.489,515.225,553.584,598.801,555.541,618.041,639.267,580.333,659.351,560.117,625.535,651.175,656.575,455.448,433.709,489.913,442.522,455.506,488.096,560.068,571.626,549.761,587.441,575.331,589.566,572.55,591.761,568.056,598.247,627.3,574.191,569.111,563.889,580.218,633.585,596.119,603.517,636.207,647.503,633.767,570.372,621.387,636.211,657.205,649.9,622.256,622.774,650.347,654.796,668.746,765.625,682.54,763.96,675.781,752.959,760.691,658.067,591.3,667.05,658.439,450.74,549.677,536.216,490.902,450.958,527.163,587.797,569.339,601.437,642.671,648.297,592.116,616.202,610.514,
1200,649.63,528.525,533.341,532.261,542.074,534.401,580.738,560.53,643.722,627.99,563.358,661.985,575.911,627.009,638.053,658.406,450.785,451.605,445.987,492.299,540.463,542.635,539.61,498.89,564.752,554.856,569.989,565.347,598.891,572.396,561.717,565.458,570.076,570.672,599.194,592.318,576.676,591.78,605.234,614.438,652.293,647.503,630.256,602.446,648.441,578.205,625.054,651.954,643.237,647.461,656.179,664.089,670.481,704.349,761.734,669.449,770.146,761.322,676.646,705.74,593.326,671.983,658.439,438.489,489.508,489.316,521.658,491.659,530.923,535.616,589.855,623.888,638.631,647.154,565.409,635.543,600.315,
1220,647.615,519.33,518.946,536.319,541.254,553.909,629.456,566.769,625.719,624.732,563.358,674.957,598.723,604.527,609.704,659.003,491.798,533.962,486.682,541.508,441.152,547.388,559.96,446.948,550.8,553.749,558.443,556.54,566.499,550.477,585.53,565.458,572.913,590.1,593.846,576.411,643.294,568.326,603.436,585.582,625.171,618.587,645.32,644.604,617.735,625.636,629.473,651.954,649.151,653.248,656.282,652.781,666.381,678.521,667.33,663.564,751.695,666.561,758.739,672.671,594.742,673.685,666.811,540.72,567.68,456.943,445.688,513.852,484.088,455.143,590.863,581.669,627.273,647.154,605.53,570.452,606.817,
1240,653.032,510.785,538.956,530.904,516.355,545.919,582.18,560.554,640.236,613.711,591.974,668.321,582.386,603.634,612.819,660.712,506.51,439.646,452.492,496.891,544.376,564.912,549.207,554.628,568.306,481.696,569.603,556.94,566.368,549.942,561.975,593.665,584.462,561.82,622.385,566.445,565.027,630.126,624.918,600.086,624.18,646.486,633.438,624.102,645.567,635.302,619.573,651.629,652.706,653.248,654.192,655.576,666.381,756.198,674.538,749.768,767.972,754.393,767.381,752.72,628.517,654.774,657.416,512.544,508.502,454.494,442.858,435.09,510.118,583.181,582,565.596,637.704,613.533,599.221,631.622,635.268,
1260,635.211,527.157,536.163,516.693,539.618,545.919,577.874,578.878,610.539,618.83,557.017,754.595,585.251,645.1,648.103,655.774,522.966,450.948,456.372,438.713,558.33,481.775,548.777,560.228,579.473,573.442,557.676,567.3,564.167,591.423,587.575,593.76,557.426,557.265,583.383,637.385,622.229,610.501,586.307,637.246,608.681,614.728,657.675,646.011,645.567,639.946,657.359,651.629,655.632,653.248,660.574,655.061,655.484,670.115,663.021,748.716,703.103,689.697,682.113,668.038,635.397,663.237,650.39,497.83,529.988,499.048,492.385,416.351,447.637,559.774,581.103,641.242,621.01,629.172,573.492,613.985,628.289,
1280,656.947,526.67,576.564,513.153,526.129,534.563,586.398,565.645,623.022,631.366,567.761,657.982,569.715,585.569,641.389,660.597,506.964,564.787,503.024,517.109,491.74,434.383,547.094,558.946,552.177,541.636,579.594,560.251,431.168,600.072,585.503,568.974,548.577,600.643,634.272,595.857,637.441,587.209,567.292,559.987,616.151,645.966,620.437,648.786,646.365,654.104,658.707,630.348,655.77,661.169,656.185,655.605,653.284,682.396,663.234,682.148,744.739,669.832,739.777,678.21,637.03,663.237,668.217,485.165,487.866,507.198,441.5,468.947,492.819,563.178,584.096,591.488,621.01,612.588,593.335,650.354,632.405,
1300,654.657,530.289,511.384,539.478,529.086,535.842,570.289,545.472,630.765,651.273,511.786,659.849,544.011,588.813,651.959,654.07,460.362,542.459,442.71,445.508,478.006,484.589,453.825,547.921,552.177,560.603,577.327,584.09,486.385,598.942,564.893,597.916,580.419,589.138,587.462,625.328,581.468,632.257,556.749,631.749,628.114,644.167,619.448,637.55,610.987,645.89,659.471,615.06,616.842,645.446,656.185,668.951,656.467,657.996,671.374,662.311,680.49,663.319,721.7,673.755,607.321,675.989,658.214,447.671,484.003,460.317,495.123,462.149,493.441,580.824,569.149,627.485,602.929,612.303,593.335,615.359,605.929,
1320,633.127,530.721,531.926,515.061,559.54,543.928,572.849,550.777,641.671,636.943,596.08,659.849,573.444,573.654,653.338,654.07,475.399,434.202,521.391,483.344,489.549,591.801,539.28,541.301,542.573,566.565,564.499,579.526,590.688,552.895,579.299,553.844,448.347,582.101,569.908,579.943,630.479,615.61,634.97,597.096,633.801,624.685,643.309,613.971,611.255,627.636,659.955,618.204,649.964,609.786,656.185,659.715,652.865,666.486,770.959,730.453,668.585,756.772,685.157,754.356,616.213,659.042,673.174,438.408,498.869,544.424,509.911,440.808,500.139,559.924,577.125,600.481,600.581,632.923,585.732,656.28,607.074,
1340,652.278,524.813,518.327,520.939,557.754,557.084,568.733,563.518,636.843,622.656,573.176,658.214,580.621,635.42,644.741,654.054,493.176,453.578,543.027,554.233,441.233,542.637,562.392,569.658,459.594,552.473,571.241,566.136,557.837,576.234,583.866,598.828,596.74,602.421,572.497,579.635,564.12,546.134,606.423,638.003,623.987,613.911,614.306,652.205,645.906,625.347,652.614,652.034,644.967,649.365,659.483,657.593,666.056,672.155,697.341,696.648,670.306,669.552,689.464,678.752,638.374,754.335,667.2,473.814,546.3,551.204,494.433,543.513,498.418,573.478,556.753,571.922,607.872,623.135,600.278,638.453,626.468,
1360,642.894,519.91,518.724,525.527,561.515,555.619,580.034,581.721,627.967,602.131,574.823,763.829,578.912,591.269,616.471,658.797,486.383,448.262,536.593,536.401,540.687,572.511,562.392,566.556,557.036,570.314,562.838,496.544,585.753,570.173,594.865,593.536,581.818,575.082,581.624,567.806,593.89,574.462,585.261,605.303,591.396,622.847,616.507,652.104,642.969,625.205,659.644,655.88,609.64,649.365,656.54,652.877,650.835,679.709,756.079,670.935,694.934,662.94,655.38,767.192,597.034,658.228,656.653,520.927,430.147,532.384,540.632,509.548,439.16,563.96,579.256,583.45,613.978,616.151,574.587,607.853,643.919,
1380,637.318,510.829,534.616,525.527,510.592,547.147,630.903,578.497,638.366,642.01,571.007,753.919,589.134,602.624,645.842,652.213,534.68,476.624,488.735,445.017,544.073,541.039,495.842,552.294,553.994,558.843,546.08,568.979,575.364,631.131,565.789,568.242,556.525,589.22,595.177,594.906,596.285,635.351,565.842,627.32,604.826,613.994,637.543,617.764,648.164,610.225,659.644,615.335,649.114,651.518,663.012,652.877,772.203,664.992,753.427,659.833,763.579,747.959,757.694,752.632,597.651,658.228,664.404,457.709,520.106,449.759,459.761,490.141,434.551,557.054,581.264,626.029,647.336,616.78,593.808,606.354,614.469,
1400,651.035,540.563,527.686,523.555,530.098,545.812,585.301,583.598,604.293,641.389,571.162,659.064,578.097,596.512,636.706,648.959,484.724,553.313,551.985,531.517,448.186,489.38,456.218,551.453,564.808,568.393,554.654,560.356,587.336,588.83,576.602,563.364,540.736,564.05,566.454,588.974,628.348,596.399,585.627,593.368,645.685,617.793,617.865,641.979,625.233,647.741,652.867,648.014,617.826,659.122,661.819,663.669,660.698,662.598,686.592,666.304,671.775,682.974,673.22,772.987,590.79,669.535,664.702,444.977,490.522,541.526,506.514,502.773,539.902,575.734,595.291,593.239,613.99,604.299,580.936,614.204,634.335,
